Domain	Type	Name
var	RecorderEntry	re
file	String	filename
file	boolean	record
file	int	loglevel
file	PrintStream	out
file	long	targetStartTime
file	boolean	emacsMode
file	Project	project
method	Boolean	state
method	BuildEvent	event
method	BuildEvent	event
var	Throwable	error
method	BuildEvent	event
method	BuildEvent	event
method	BuildEvent	event
method	BuildEvent	event
var	String	time
method	BuildEvent	event
method	BuildEvent	event
method	BuildEvent	event
var	StringBuffer	buf
var	String	name
var	String	label
var	int	size
var	int	i
method	String	mesg
method	int	level
method	int	level
method	PrintStream	output
method	boolean	emacsMode
method	PrintStream	err
method	long	millis
var	long	seconds
var	long	minutes
method	Project	project
method	boolean	append
method	boolean	append
file	int	STREAMPUMPER_WAIT_INTERVAL
file	String	DEFAULT_ENCODING
file	String	property
file	boolean	closed
file	File[]	input
file	File[]	out
file	File[]	error
file	boolean	logError
file	PropertyOutputStream	baos
file	PropertyOutputStream	errorBaos
file	String	outputProperty
file	String	errorProperty
file	String	inputString
file	boolean	appendOut
file	boolean	appendErr
file	boolean	alwaysLogOut
file	boolean	alwaysLogErr
file	boolean	createEmptyFilesOut
file	boolean	createEmptyFilesErr
file	ProjectComponent	managingTask
file	OutputStream	outputStream
file	OutputStream	errorStream
file	InputStream	inputStream
file	PrintStream	outPrintStream
file	PrintStream	errorPrintStream
file	Vector<FilterChain>	outputFilterChains
file	Vector<FilterChain>	errorFilterChains
file	Vector<FilterChain>	inputFilterChains
file	String	outputEncoding
file	String	errorEncoding
file	String	inputEncoding
file	boolean	appendProperties
file	ThreadGroup	threadGroup
file	boolean	logInputString
file	Object	inMutex
file	Object	outMutex
file	Object	errMutex
file	boolean	outputIsBinary
method	File	input
method	File[]	input
method	String	inputString
method	boolean	logInputString
method	InputStream	inputStream
method	File	out
method	File[]	out
method	String	outputEncoding
method	String	errorEncoding
method	String	inputEncoding
method	boolean	logError
method	boolean	appendProperties
method	File	error
method	File[]	error
method	String	outputProperty
method	boolean	append
method	boolean	alwaysLog
method	boolean	createEmptyFiles
method	String	errorProperty
method	Vector<FilterChain>	inputFilterChains
method	Vector<FilterChain>	outputFilterChains
method	Vector<FilterChain>	errorFilterChains
method	boolean	b
method	ByteArrayOutputStream	baos
method	String	propertyName
var	BufferedReader	in
var	String	line
var	StringBuffer	val
var	OutputStream	outputLog
var	LeadPipeInputStream	snk
var	InputStream	outPumpIn
var	Reader	reader
var	ChainReaderHelper	helper
var	Thread	t
var	OutputStream	errorLog
var	LeadPipeInputStream	snk
var	InputStream	errPumpIn
var	Reader	reader
var	ChainReaderHelper	helper
var	Thread	t
var	StringBuffer	buf
var	ChainReaderHelper	helper
var	String	logHead
var	OutputStream	keepAliveOutput
var	long	funnelTimeout
var	OutputStreamFunneler	funneler
var	String	logHead
var	OutputStream	keepAliveError
var	boolean	nonBlockingRead
method	String	output
method	byte[]	buffer
method	int	offset
method	int	length
method	String	output
method	String	output
method	String	output
var	Thread[]	thread
var	int	i
var	Thread[]	thread
var	int	i
method	File[]	file
method	String	logHead
method	int	loglevel
method	boolean	append
method	boolean	createEmptyFiles
var	OutputStream	result
var	char[]	c
var	String	indent
var	int	i
file	FileUtils	FILE_UTILS
file	File	src
file	File	dest
file	boolean	replace
method	File	src
method	File	dest
method	String	replace
file	FileUtils	FILE_UTILS
file	File	sourceFile
file	NestedString	token
file	NestedString	value
file	Resource	propertyResource
file	Resource	replaceFilterResource
file	Properties	properties
file	ArrayList	replacefilters
file	File	dir
file	int	fileCount
file	int	replaceCount
file	boolean	summary
file	String	encoding
file	Union	resources
file	boolean	preserveLastModified
file	boolean	failOnNoReplacements
file	boolean	expandProperties
file	StringBuffer	buf
method	boolean	b
method	String	val
var	String	s
file	NestedString	token
file	NestedString	value
file	String	replaceValue
file	String	property
file	StringBuffer	inputBuffer
file	StringBuffer	outputBuffer
var	String	message
var	String	message
var	String	message
var	String	message
var	String	message
method	String	t
method	String	value
method	String	property
method	StringBuffer	input
var	String	t
var	int	pos
var	String	t
var	int	found
var	int	pos
var	int	tokenLength
var	int	replaceValueLength
file	StringBuffer	outputBuffer
file	InputStream	is
file	Reader	reader
file	char[]	buffer
file	int	BUFF_SIZE
var	int	bufferLength
file	StringBuffer	inputBuffer
file	OutputStream	os
file	Writer	writer
method	StringBuffer	input
var	ArrayList	savedFilters
var	Properties	savedProperties
var	StringBuffer	val
var	StringBuffer	tok
var	Replacefilter	firstFilter
var	Properties	props
var	Iterator	e
var	String	tok
var	Replacefilter	replaceFilter
var	DirectoryScanner	ds
var	String[]	srcs
var	File	file
var	int	i
var	FileProvider	fp
var	Resource	r
var	String	message
var	String	message
var	String	message
var	String	message
var	int	size
var	Replacefilter	element
var	int	i
method	File	propertyFile
method	Resource	propertyResource
var	Properties	props
var	InputStream	in
var	String	message
method	File	src
var	int	repCountStart
var	File	temp
var	FileInput	in
var	FileOutput	out
var	boolean	changes
var	long	origLastModified
var	int	size
var	Replacefilter	filter
var	int	i
var	int	size
var	Replacefilter	filter
var	int	i
method	StringBuffer	inputBuffer
var	StringBuffer	buf
var	int	size
var	Replacefilter	filter
var	int	i
method	String	filename
var	int	size
var	Replacefilter	filter
var	int	i
method	File	file
method	boolean	summary
method	File	replaceFilterFile
method	Resource	replaceFilter
method	File	dir
method	String	token
method	String	value
method	String	encoding
method	File	propertyFile
method	Resource	propertyResource
var	Replacefilter	filter
method	ResourceCollection	rc
method	boolean	b
method	boolean	b
var	Replacefilter	filter
method	StringBuffer	str
method	String	str1
method	String	str2
var	int	found
var	int	str1Length
var	int	str2Length
method	Properties	props
var	List<Object>	keys
method	Object	key1
method	Object	key2
method	String	key1
method	String	key2
file	String	ONE_NESTED_MESSAGE
file	String	COUNT_REQUIRED
file	ResourceCollection	rc
file	Comparison	when
file	Integer	count
file	String	property
method	ResourceCollection	r
method	Reference	r
var	Object	o
method	int	c
method	Comparison	c
method	String	p
file	Task	nestedTask
file	int	retryCount
file	int	retryDelay
method	Task	t
method	int	n
method	int	retryDelay
var	StringBuffer	errorMessages
var	StringBuffer	exceptionMessage
var	String	msg
var	int	i
file	Rmic	attributes
file	FileNameMapper	mapper
file	Random	RAND
file	String	RMI_STUB_SUFFIX
file	String	RMI_SKEL_SUFFIX
file	String	RMI_TIE_SUFFIX
file	String	STUB_COMPAT
file	String	STUB_1_1
file	String	STUB_1_2
file	String	STUB_OPTION_1_1
file	String	STUB_OPTION_1_2
file	String	STUB_OPTION_COMPAT
method	Rmic	attributes
var	Path	classpath
var	Path	cp
method	String[]	options
var	Commandline	cmd
var	int	i
var	Path	classpath
var	String	stubOption
var	String[]	compilerArgs
var	String	stubVersion
var	String	stubOption
method	String[]	compilerArgs
method	String[]	compilerArgs
var	int	len
var	List	args
var	String	arg
var	int	i
var	int	count
method	Commandline	cmd
var	Vector	compileList
var	StringBuffer	niceSourceList
var	int	cListSize
var	String	arg
var	int	i
method	Commandline	cmd
var	String	arg
method	String	s
method	String	s
method	String	name
var	String	base
var	String	classname
var	String[]	target
var	int	lastSlash
var	String	dirname
var	int	index
var	String	filename
var	Class	c
var	Class	interf
var	String	iName
var	String	iDir
var	int	iIndex
var	int	lastDot
file	String	COMPILER_NAME
var	Rmic	owner
var	Commandline	cmd
var	Project	project
var	String	executable
var	String[]	args
var	Execute	exe
file	String[]	RMIC_CLASSNAMES
file	String	COMPILER_NAME
var	Commandline	cmd
var	Class	c
var	StringBuffer	buf
var	int	i
var	ExecuteJava	ej
var	int	i
method	Rmic	attributes
file	String	ERROR_UNKNOWN_COMPILER
file	String	ERROR_NOT_RMIC_ADAPTER
file	String	DEFAULT_COMPILER
method	String	rmicType
method	Task	task
method	String	rmicType
method	Task	task
method	Path	classpath
method	String	className
method	ClassLoader	loader
file	String	RMIC_CLASSNAME
file	String	COMPILER_NAME
file	String	RMIC_EXECUTABLE
file	String	ERROR_NO_RMIC_ON_CLASSPATH
file	String	ERROR_NO_RMIC_ON_CLASSPATH_JAVA_9
file	String	ERROR_RMIC_FAILED
var	Commandline	cmd
var	LogOutputStream	logstr
var	boolean	success
var	Class	c
var	Constructor	cons
var	Object	rmic
var	Method	doRmic
var	Boolean	ok
method	String[]	compilerArgs
file	String	WLRMIC_CLASSNAME
file	String	COMPILER_NAME
file	String	ERROR_NO_WLRMIC_ON_CLASSPATH
file	String	ERROR_WLRMIC_FAILED
file	String	WL_RMI_STUB_SUFFIX
file	String	WL_RMI_SKEL_SUFFIX
file	String	UNSUPPORTED_STUB_OPTION
var	Commandline	cmd
var	AntClassLoader	loader
var	Class	c
var	Method	doRmic
method	String[]	compilerArgs
var	String	stubVersion
file	String	COMPILER_NAME
var	String[]	options
var	Commandline	commandline
file	String	ERROR_RMIC_FAILED
file	File	baseDir
file	File	destDir
file	String	classname
file	File	sourceBase
file	String	stubVersion
file	Path	compileClasspath
file	Path	extDirs
file	boolean	verify
file	boolean	filtering
file	boolean	iiop
file	String	iiopOpts
file	boolean	idl
file	String	idlOpts
file	boolean	debug
file	boolean	includeAntRuntime
file	boolean	includeJavaRuntime
file	Vector	compileList
file	AntClassLoader	loader
file	FacadeTaskHelper	facade
file	String	ERROR_UNABLE_TO_VERIFY_CLASS
file	String	ERROR_NOT_FOUND
file	String	ERROR_NOT_DEFINED
file	String	ERROR_LOADING_CAUSED_EXCEPTION
file	String	ERROR_NO_BASE_EXISTS
file	String	ERROR_NOT_A_DIR
file	String	ERROR_BASE_NOT_SET
file	FileUtils	FILE_UTILS
file	String	executable
file	boolean	listFiles
file	RmicAdapter	nestedAdapter
method	File	base
method	File	destdir
method	String	classname
method	File	sourceBase
method	String	stubVersion
method	boolean	filter
method	boolean	debug
method	Path	classpath
method	Reference	pathRef
method	boolean	verify
method	boolean	iiop
method	String	iiopOpts
method	boolean	idl
method	String	idlOpts
method	boolean	include
method	boolean	include
method	Path	extDirs
method	String	compiler
var	ImplementationSpecificArgument	arg
method	String	ex
method	boolean	list
method	RmicAdapter	adapter
var	File	outputDir
var	RmicAdapter	adapter
var	Path	classpath
var	String	path
var	File	f
var	DirectoryScanner	ds
var	String[]	files
var	int	fileCount
var	int	i
var	int	j
method	File	baseDir
method	File	sourceBaseFile
method	String	classname
method	RmicAdapter	adapter
var	String	classFileName
var	String[]	generatedFiles
var	String	generatedFile
var	String	sourceFileName
var	File	oldFile
var	File	newFile
var	String	msg
var	int	i
method	File	baseDir
method	String[]	files
method	FileNameMapper	mapper
var	String[]	newFiles
var	SourceFileScanner	sfs
var	String	name
var	int	i
method	String	classname
var	Class	testClass
method	Class	testClass
var	Class[]	interfaces
var	int	i
method	Class	testClass
method	String	impl
method	Integer	value
file	Vector	nestedTasks
method	Task	nestedTask
var	LocalProperties	localProperties
var	Task	nestedTask
var	Iterator	i
file	Set<PosixFilePermission>	permissions
file	Resources	resources
file	boolean	failonerror
file	NonPosixMode	nonPosixMode
method	String	perms
method	String	octalString
var	int	mode
method	boolean	failonerror
method	NonPosixMode	m
method	ResourceCollection	rc
var	Resource	currentResource
var	Resource	r
method	Exception	exc
method	String	msgFormat
method	Object	msgArgs
var	String	msg
method	Path	p
var	String	msg
method	Path	p
method	boolean	failIfDosIsNotSupported
var	boolean	readOnly
var	DosFileAttributeView	view
var	String	msg
file	FileUtils	FILE_UTILS
file	String	sigfile
file	File	signedjar
file	boolean	internalsf
file	boolean	sectionsonly
file	boolean	preserveLastModified
file	boolean	lazy
file	File	destDir
file	FileNameMapper	mapper
file	String	tsaurl
file	String	tsaproxyhost
file	String	tsaproxyport
file	String	tsacert
file	boolean	force
file	String	sigAlg
file	String	digestAlg
file	String	ERROR_TODIR_AND_SIGNEDJAR
file	String	ERROR_TOO_MANY_MAPPERS
file	String	ERROR_SIGNEDJAR_AND_PATHS
file	String	ERROR_BAD_MAP
file	String	ERROR_MAPPER_WITHOUT_DEST
file	String	ERROR_NO_ALIAS
file	String	ERROR_NO_STOREPASS
method	String	sigfile
method	File	signedjar
method	boolean	internalsf
method	boolean	sectionsonly
method	boolean	lazy
method	File	destDir
method	FileNameMapper	newMapper
method	String	tsaurl
method	String	tsaproxyhost
method	String	tsaproxyport
method	String	tsacert
method	boolean	b
method	String	sigAlg
method	String	digestAlg
var	boolean	hasJar
var	boolean	hasSignedJar
var	boolean	hasDestDir
var	boolean	hasMapper
var	Path	sources
var	FileNameMapper	destMapper
var	FileResource	fr
var	File	toDir
var	String[]	destFilenames
var	File	destFile
var	Resource	r
method	File	jarSource
method	File	jarTarget
var	File	targetFile
var	long	lastModified
var	ExecTask	cmd
var	String	value
method	ExecTask	cmd
method	File	jarFile
method	File	signedjarFile
var	File	destFile
method	File	file
method	boolean	preserveLastModified
method	ExecTask	cmd
method	String	scheme
file	boolean	failOnError
file	int	seconds
file	int	hours
file	int	minutes
file	int	milliseconds
method	int	seconds
method	int	hours
method	int	minutes
method	int	milliseconds
method	long	millis
method	boolean	failOnError
var	String	text
var	long	sleepTime
file	String	NORMAL
file	String	ROW
file	int	goodSql
file	int	totalSql
file	Connection	conn
file	Union	resources
file	Statement	statement
file	File	srcFile
file	String	sqlCommand
file	Vector	transactions
file	String	delimiter
file	String	delimiterType
file	boolean	print
file	boolean	showheaders
file	boolean	showtrailers
file	Resource	output
file	String	outputEncoding
file	String	onError
file	String	encoding
file	boolean	append
file	boolean	keepformat
file	boolean	escapeProcessing
file	boolean	expandProperties
file	boolean	rawBlobs
file	boolean	strictDelimiterMatching
file	boolean	showWarnings
file	String	csvColumnSep
file	String	csvQuoteChar
file	boolean	treatWarningsAsErrors
file	String	errorProperty
file	String	warningProperty
file	String	rowCountProperty
method	File	srcFile
method	boolean	expandProperties
method	String	sql
method	FileSet	set
method	ResourceCollection	rc
var	Transaction	t
method	String	encoding
method	String	delimiter
method	DelimiterType	delimiterType
method	boolean	print
method	boolean	showheaders
method	boolean	showtrailers
method	File	output
method	Resource	output
method	String	outputEncoding
method	boolean	append
method	OnError	action
method	boolean	keepformat
method	boolean	enable
method	boolean	rawBlobs
method	boolean	b
method	boolean	b
method	boolean	b
method	String	s
method	String	s
method	String	errorProperty
method	String	warningProperty
method	String	rowCountProperty
var	Vector	savedTransaction
var	String	savedSqlCommand
var	Transaction	t
var	Resource	r
var	Transaction	t
var	PrintStream	out
var	OutputStream	os
var	FileProvider	fp
var	Appendable	a
var	Enumeration	e
method	Reader	reader
method	PrintStream	out
var	StringBuffer	sql
var	String	line
var	BufferedReader	in
var	StringTokenizer	st
var	String	token
var	int	lastDelimPos
method	String	sql
method	PrintStream	out
var	ResultSet	resultSet
var	boolean	ret
var	int	updateCount
var	int	updateCountTotal
var	SQLWarning	warning
method	PrintStream	out
var	ResultSet	rs
method	ResultSet	rs
method	PrintStream	out
var	ResultSetMetaData	md
var	int	columnCount
var	int	col
var	int	col
method	ResultSet	rs
method	int	col
method	PrintStream	out
var	Blob	blob
method	String	s
var	StringBuffer	sb
var	int	len
var	char	q
var	char	c
var	int	i
file	Resource	tSrcResource
file	String	tSqlCommand
method	File	src
method	Resource	src
method	String	sql
method	ResourceCollection	a
method	PrintStream	out
var	InputStream	is
var	Reader	reader
method	StringBuffer	buf
method	String	currentLine
var	String	d
var	int	endIndex
var	int	bufferIndex
method	SQLWarning	warning
method	boolean	force
var	SQLWarning	initialWarning
method	int	rowCount
method	String	name
method	String	value
file	int	SMALL_BUFFER_SIZE
file	InputStream	is
file	OutputStream	os
file	boolean	finish
file	boolean	finished
file	boolean	closeWhenExhausted
file	boolean	autoflush
file	Exception	exception
file	int	bufferSize
file	boolean	started
file	boolean	useAvailable
method	boolean	autoflush
var	byte[]	buf
var	int	length
method	int	bufferSize
file	long	POLL_INTERVAL
method	InputStream	is
file	Path	buildpath
file	Ant	ant
file	String	subTarget
file	String	antfile
file	File	genericantfile
file	boolean	verbose
file	boolean	inheritAll
file	boolean	inheritRefs
file	boolean	failOnError
file	String	output
file	Vector	properties
file	Vector	references
file	Vector	propertySets
file	Vector	targets
method	String	output
method	byte[]	buffer
method	int	offset
method	int	length
method	String	output
method	String	output
method	String	output
var	String[]	filenames
var	int	count
var	BuildException	buildException
var	File	file
var	String	subdirPath
var	Throwable	thrownException
var	File	directory
var	int	i
method	File	file
method	File	directory
var	String	msg
var	String	antfilename
var	int	size
var	TargetElement	targetElement
var	int	i
method	Throwable	t
method	String	antfile
method	File	afile
method	boolean	failOnError
method	String	target
method	TargetElement	t
var	String	name
method	boolean	on
method	String	s
method	boolean	b
method	boolean	b
method	Property	p
method	Ant.Reference	r
method	PropertySet	ps
method	DirSet	set
method	FileSet	set
method	FileList	list
method	ResourceCollection	rc
method	Path	s
method	Reference	r
method	File	directory
var	Ant	antTask
var	Enumeration	i
var	Enumeration	i
var	Enumeration	i
method	Property	to
method	Property	from
file	MyCopy	myCopy
file	SyncTarget	syncTarget
file	Resources	resources
method	Task	helper
var	File	toDir
var	Set	allFiles
var	boolean	noRemovalNecessary
var	Set	preservedDirectories
var	int[]	removedFileCount
var	int	removedDirCount
method	int	count
method	String	prefix
method	String	singularSuffix
method	String	pluralSuffix
var	File	toDir
var	String	what
method	Set	nonOrphans
method	File	toDir
method	Set	preservedDirectories
var	int[]	removedCount
var	String[]	excls
var	DirectoryScanner	ds
var	FileSet	fs
var	PatternSet	ps
var	FileSelector[]	s
var	NoneSelector	ns
var	int	i
var	String[]	files
var	File	f
var	int	i
var	String[]	dirs
var	File	f
var	String[]	children
var	int	i
var	Boolean	ped
var	FileSet	fs
var	String[]	preservedDirs
var	int	i
method	File	dir
method	boolean	removeIfEmpty
method	Set	preservedEmptyDirectories
var	int	removedCount
var	File[]	children
var	File	file
var	int	i
method	Set	preservedEmptyDirectories
var	int	removedCount
var	File	f
var	String[]	s
var	Iterator	iter
method	File	destDir
method	boolean	verbose
method	boolean	overwrite
method	boolean	includeEmpty
method	boolean	failonerror
method	FileSet	set
method	ResourceCollection	rc
var	Restrict	r
method	long	granularity
method	SyncTarget	s
file	Set	nonOrphans
method	File	fromDir
method	File	toDir
method	String[]	files
method	String[]	dirs
var	int	i
var	int	i
method	Resource[]	resources
method	File	toDir
var	int	i
file	Boolean	preserveEmptyDirs
method	File	dir
method	boolean	b
method	boolean	withPatterns
var	FileSet	fs
var	PatternSet	ps
var	Enumeration	e
method	String	message
method	boolean	condition
file	int	BUFFER_SIZE
file	String	WARN
file	String	FAIL
file	String	TRUNCATE
file	String	GNU
file	String	OMIT
file	File	tarFile
file	File	baseDir
file	TarLongFileMode	longFileMode
file	Vector<TarFileSet>	filesets
file	Vector<ResourceCollection>	resourceCollections
file	boolean	longWarningGiven
file	TarCompressionMethod	compression
file	String	encoding
var	TarFileSet	fs
method	ResourceCollection	res
method	File	tarFile
method	File	destFile
method	File	baseDir
method	String	mode
method	TarLongFileMode	mode
method	TarCompressionMethod	mode
method	String	encoding
var	Vector<TarFileSet>	savedFileSets
var	TarFileSet	mainFileSet
var	boolean	upToDate
var	TarFileSet	tfs
var	ResourceCollection	rcol
var	File	parent
var	TarOutputStream	tOut
var	String	msg
var	TarFileSet	tfs
var	ResourceCollection	rcol
method	File	file
method	TarOutputStream	tOut
method	String	vPath
method	TarFileSet	tarFileSet
method	Resource	r
method	TarOutputStream	tOut
method	String	vPath
method	TarFileSet	tarFileSet
var	boolean	preserveLeadingSlashes
var	String	fullpath
var	String	prefix
var	int	l
var	TarEntry	te
var	ArchiveResource	ar
var	TarResource	tr
var	InputStream	in
var	byte[]	buffer
var	int	count
method	String[]	files
method	String[]	files
method	File	dir
var	SourceFileScanner	sfs
var	MergingMapper	mm
method	Resource	r
method	ResourceCollection	rc
var	boolean	upToDate
var	Iterator<Resource>	iter
var	Resource	r
var	Set<File>	basedirs
var	Map<File, List<String>>	basedirToFilesMap
var	FileResource	r
var	File	base
var	List<String>	files
var	Resource	res
var	File	tmpBase
var	List<String>	files
var	File	base
var	FileSet	fs
method	File	basedir
method	String[]	files
var	boolean	upToDate
var	int	i
method	File	basedir
method	Collection<String>	files
method	ResourceCollection	rc
method	TarOutputStream	tOut
var	ArchiveFileSet	afs
var	TarFileSet	tfs
var	Resource	r
var	File	f
var	Resource	r
var	FileSet	fs
var	String[]	files
var	File	f
var	String	name
var	int	i
method	ResourceCollection	rc
method	FileSet	fs
var	DirectoryScanner	ds
var	String[]	directories
var	String[]	filesPerSe
var	String[]	files
method	ArchiveFileSet	archiveFileSet
var	TarFileSet	tfs
var	org.apache.tools.ant.types.TarFileSet	t
file	String[]	files
file	boolean	preserveLeadingSlashes
method	Project	p
method	String	octalString
method	boolean	b
file	String	WARN
file	String	FAIL
file	String	TRUNCATE
file	String	GNU
file	String	POSIX
file	String	OMIT
file	String[]	validModes
file	String	NONE
file	String	GZIP
file	String	BZIP2
file	String	XZ
method	OutputStream	ostream
var	String	v
method	OutputStream	ostream
var	Class<?>	fClazz
var	Class<?>	oClazz
var	Class<? extends OutputStream>	sClazz
var	Constructor<? extends OutputStream>	c
file	Task	task
file	StringBuffer	line
file	int	msgOutputLevel
method	int	c
var	char	cc
var	String	s
file	FileUtils	FILE_UTILS
file	String	property
file	File	destDir
file	String	prefix
file	String	suffix
file	boolean	deleteOnExit
file	boolean	createFile
method	String	property
method	File	destDir
method	String	prefix
method	String	suffix
method	boolean	deleteOnExit
method	boolean	createFile
var	File	tfile
file	DateFormatFactory	DEFAULT_DF_FACTORY
file	ThreadLocal<DateFormat>	primary
file	ThreadLocal<DateFormat>	fallback
file	FileUtils	FILE_UTILS
file	File	file
file	long	millis
file	String	dateTime
file	Vector	filesets
file	Union	resources
file	boolean	dateTimeConfigured
file	boolean	mkdirs
file	boolean	verbose
file	FileNameMapper	fileNameMapper
file	DateFormatFactory	dfFactory
method	File	file
method	long	millis
method	String	dateTime
method	boolean	mkdirs
method	boolean	verbose
method	String	pattern
method	Mapper	mapper
method	FileNameMapper	fileNameMapper
method	FileSet	set
method	FileList	list
method	ResourceCollection	rc
var	long	workmillis
var	DateFormat	df
var	ParseException	pe
var	long	defaultTimestamp
var	Touchable	t
var	Resource	r
var	int	size
var	FileSet	fs
var	DirectoryScanner	ds
var	File	fromDir
var	String[]	srcDirs
var	int	j
var	int	i
method	File	file
method	Resource	r
method	long	defaultTimestamp
var	String[]	mapped
var	long	modTime
var	int	i
var	FileProvider	fp
method	File	file
method	long	modTime
file	int	BUFFER_SIZE
file	Long	ZERO
file	String	NO_CHILD
file	String	INVALID_LENGTH
file	String	READ_WRITE
file	FileUtils	FILE_UTILS
file	byte[]	FILL_BUFFER
file	Path	path
file	boolean	create
file	boolean	mkdirs
file	Long	length
file	Long	adjust
method	File	f
method	ResourceCollection	rc
method	Long	adjust
method	Long	length
method	boolean	create
method	boolean	mkdirs
var	File	f
var	Resource	r
method	File	f
var	Exception	exception
var	String	msg
method	File	f
var	long	len
var	long	newLength
var	RandomAccessFile	raf
var	long	pos
var	long	writeCount
file	Vector	customFormats
file	String	prefix
method	String	prefix
var	Date	d
var	Enumeration	i
var	CustomFormat	cts
var	SimpleDateFormat	dstamp
var	SimpleDateFormat	tstamp
var	SimpleDateFormat	today
var	CustomFormat	cts
method	String	name
method	String	value
file	TimeZone	timeZone
file	String	propertyName
file	String	pattern
file	String	language
file	String	country
file	String	variant
file	int	offset
file	int	field
method	String	propertyName
method	String	pattern
method	String	locale
var	StringTokenizer	st
method	String	id
method	int	offset
method	String	unit
var	Unit	u
method	Unit	unit
method	Project	project
method	Date	date
method	Location	location
var	SimpleDateFormat	sdf
var	Calendar	calendar
file	String	MILLISECOND
file	String	SECOND
file	String	MINUTE
file	String	HOUR
file	String	DAY
file	String	WEEK
file	String	MONTH
file	String	YEAR
file	String[]	UNITS
file	Map	calendarFields
var	String	key
var	Integer	i
file	File	source
file	File	dest
file	Resource	srcResource
method	String	src
method	String	dest
method	File	src
method	Resource	src
var	FileProvider	fp
method	ResourceCollection	a
method	File	dest
var	String	defaultExtension
method	String	defaultExtension
var	String	sourceName
var	int	len
var	File	savedDest
method	Resource	r
var	String	n
var	int	idx
file	UntarCompressionMethod	compression
method	UntarCompressionMethod	method
method	boolean	b
method	FileUtils	fileUtils
method	File	srcF
method	File	dir
var	FileInputStream	fis
method	Resource	srcR
method	File	dir
var	InputStream	i
method	String	name
method	InputStream	stream
method	File	dir
var	TarInputStream	tis
var	TarEntry	te
var	boolean	empty
var	FileNameMapper	mapper
file	String	NONE
file	String	GZIP
file	String	BZIP2
file	String	XZ
method	String	name
method	InputStream	istream
var	String	v
var	char[]	magic
var	int	i
method	InputStream	istream
var	Class<? extends InputStream>	clazz
var	Constructor<? extends InputStream>	c
file	String	property
file	String	value
file	File	sourceFile
file	File	targetFile
file	Vector	sourceFileSets
file	Union	sourceResources
file	Mapper	mapperElement
method	String	property
method	String	value
method	File	file
method	File	file
method	FileSet	fs
method	FileNameMapper	fileNameMapper
var	boolean	upToDate
var	SourceFileScanner	sfs
var	Enumeration	e
var	FileSet	fs
var	DirectoryScanner	ds
var	Resource[]	r
var	boolean	upToDate
method	File	srcDir
method	String[]	files
var	SourceFileScanner	sfs
var	FileNameMapper	mapper
var	File	dir
var	FileNameMapper	mapper
var	MergingMapper	mm
file	String	ERROR_NO_FILE
file	String	VERIFIED_TEXT
file	boolean	certificates
file	BufferingOutputFilter	outputCache
file	String	ERROR_NO_VERIFY
method	boolean	certificates
var	boolean	hasJar
var	RedirectorElement	redirector
var	FilterChain	outputFilterChain
var	Path	sources
var	FileProvider	fr
var	Resource	r
method	File	jar
var	ExecTask	cmd
var	BuildException	ex
var	String	results
file	BufferingOutputFilterReader	buffer
method	Reader	rdr
file	Reader	next
file	StringBuffer	buffer
method	char[]	cbuf
method	int	off
method	int	len
var	int	result
file	long	ONE_MILLISECOND
file	long	ONE_SECOND
file	long	ONE_MINUTE
file	long	ONE_HOUR
file	long	ONE_DAY
file	long	ONE_WEEK
file	long	DEFAULT_MAX_WAIT_MILLIS
file	long	DEFAULT_CHECK_MILLIS
file	long	maxWait
file	long	maxWaitMultiplier
file	long	checkEvery
file	long	checkEveryMultiplier
file	String	timeoutProperty
method	long	time
method	Unit	unit
method	long	time
method	Unit	unit
method	String	p
var	Condition	c
var	long	maxWaitMillis
var	long	checkEveryMillis
var	long	start
var	long	end
file	String	MILLISECOND
file	String	SECOND
file	String	MINUTE
file	String	HOUR
file	String	DAY
file	String	WEEK
file	String[]	UNITS
file	Map	timeTable
var	String	key
var	Long	l
file	File	deploymentDescriptor
file	boolean	needxmlfile
file	File	addedWebXmlFile
file	FileUtils	FILE_UTILS
file	String	XML_DESCRIPTOR_PATH
method	File	warFile
method	File	descr
var	ZipFileSet	fs
method	boolean	needxmlfile
method	ZipFileSet	fs
method	ZipFileSet	fs
method	ZipFileSet	fs
method	ZipOutputStream	zOut
method	File	file
method	ZipOutputStream	zOut
method	String	vPath
method	int	mode
var	boolean	addFile
file	Path	classpath
file	String	classname
file	String	resource
file	String	property
method	Path	cp
method	Reference	r
var	int	setcount
var	AntClassLoader	loader
var	String	loc
var	URL	url
method	String	resource
method	String	classname
method	String	property
file	Resource	src
file	String	prefix
file	boolean	keepRoot
file	boolean	validate
file	boolean	collapseAttributes
file	boolean	semanticAttributes
file	boolean	includeSemanticAttribute
file	File	rootDirectory
file	Hashtable	addedAttributes
file	XMLCatalog	xmlCatalog
file	String	delimiter
file	String	ID
file	String	REF_ID
file	String	LOCATION
file	String	VALUE
file	String	PATH
file	String	PATHID
file	String[]	ATTRIBUTES
file	FileUtils	FILE_UTILS
var	Resource	r
var	Exception	x
var	DocumentBuilderFactory	factory
var	DocumentBuilder	builder
var	Document	document
var	FileProvider	fp
var	Element	topElement
var	NodeList	topChildren
var	int	numChildren
var	int	i
method	Node	node
method	String	prefix
method	Object	container
var	String	nodePrefix
var	Object	nodeObject
var	NodeList	nodeChildren
var	int	numChildren
var	int	i
method	org.w3c.dom.Node	node
method	String	prefix
method	Node	node
